Q9J5G5	3.6.1.23
B8YB64	2.7.7.6
O18498	3.2.1.113
Q5UR44	6.3.1.2
Q4AEH7	1.11.1.9
O47699	1.9.3.1
P87515	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P49894	1.97.1.10
A0A142I5B9	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q66403	2.7.7.49;2.7.7.7;3.1.26.4
F2XF97	4.2.3.71;4.2.3.76
Q6GZW7	2.7.7.6;2.7.7.48
P29990	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q4WKA5	1.3.1.70
P00435	1.11.1.9
Q01037	1.17.4.1
Q9J6K9	2.7.7.48;3.6.1.15;3.6.4.13
P0DUN3	3.1.1.4
Q50EX7	4.3.1.24
F4IHS2	3.6.4.12
P05080	2.7.7.48;3.6.4.13
P18030	2.1.2.8
P36725	3.6.4.12
A0A1C9CX66	1.3.1.3
B8YB56	2.7.7.6
Q9J544	2.7.7.6
A7U6F2	2.7.7.7;3.1.26.4
A2CG49	2.7.11.1
Q8NBS9	5.3.4.1
Q9QBZ5	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q98631	2.7.7.48
P52362	3.4.19.12
Q65730	2.7.7.48;3.4.22.44;3.4.22.45
Q07FI2	3.2.1.18
A0A0R6Y3I5	2.7.2.11
Q66663	1.17.4.1
Q1I0V0	2.7.7.48
Q07583	3.2.1.18
Q3ZJ90	2.7.7.6
Q306W8	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
O47694	1.9.3.1
A0A223GEC9	3.2.1.4
P0DW08	2.1.1.37
O12933	1.15.1.1
P04310	2.7.7.6
P0DUN4	3.1.1.4
Q5F8J4	1.1.1.3
Q99HR5	2.7.7.49;2.7.7.7;3.1.26.4
P17100	2.7.7.49;2.7.7.7;3.1.26.4
Q8JN08	2.7.7.49;2.7.7.7;3.1.26.4
B5E5J6	6.3.3.1
Q90162	2.7.7.7
Q6XUD6	3.2.1.18
A7U6F3	2.7.7.7
T2KMF4	2.7.13.3
P15629	2.7.7.49
O47675	1.9.3.1
Q9W354	2.7.11.24;2.7.11.1
P32094	2.1.1.56;2.7.7.50;3.1.3.33
Q5UQ59	6.1.1.19
Q8YP69	3.1.26.12
P21967	2.7.7.6
Q01499	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
A0A069AMK2	1.97.1.4
Q8K3R0	3.1.1.1;3.1.1.56;3.1.1.84
P03314	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q4WM22	3.1.3.16
Q80902	3.6.4.12
P23427	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
P0C6Y2	2.7.7.48;3.6.4.12;3.6.4.13
P25481	3.6.4.12
P26544	3.6.4.12
Q9T9Y6	1.9.3.1
Q77TH6	2.7.7.6
Q80DX6	2.1.1.56;2.7.7.50;3.1.3.33
P00476	2.1.1.37
P27209	2.7.7.48
P35942	2.7.7.48
Q89581	3.6.4.13
P50645	1.17.4.1
A0A2H3EDS0	3.2.1.4
B2GV72	1.1.1.184;1.1.1.189;1.1.1.197
Q05579	4.1.1.39
Q6LH20	1.21.4.2;1.21.4.3;1.21.4.4
O82318	2.7.11.1
Q89703	2.7.7.49;3.1.26.4
Q1XDD0	1.10.3.9
F1LXF1	2.7.11.1
Q9VDA0	3.6.4.13
W5AWH5	4.2.1.19;3.1.3.15
A0A0G2K047	6.2.1.1
Q8JVC2	2.7.7.48
Q38653	3.5.1.28
P26121	2.7.7.48
Q5UQC9	6.3.2.19
F2XFA0	4.2.3.58
A7FTE0	1.21.4.2;1.21.4.3;1.21.4.4
A0FKE6	4.3.1.19
M4GGR9	5.1.1.1
P23008	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
F5A6E9	5.3.1.1
Q66662	1.17.4.1
O47678	1.9.3.1
O47689	1.9.3.1
Q08FW1	2.7.7.19
P24389	1.97.1.10
P13901	2.7.7.48;3.6.1.15
A0A286R7K5	2.7.3.3
Q2HXI7	2.1.1.160
P10358	2.7.7.48;3.6.4.13
P41312	1.9.3.1
O89940	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P27176	2.7.7.48
A0KLG5	5.1.1.1;5.1.1.12;5.1.1.5;5.1.1.9
P0DO50	4.2.1.1
Q736T1	3.4.21.92
P08764	3.1.21.5
P04413	2.7.11.1
Q993M1	2.7.7.48
D3GDK4	3.2.1.4
P27221	3.6.4.12
Q5QA72	2.7.7.6
P03359	3.1.26.4;2.7.7.49;2.7.7.7
P24096	2.7.1.21
A4Q998	2.4.2.1
A0A509AQ68	4.2.1.11
Q4WM52	5.3.3.2
P0DSV5	2.7.4.9
Q89277	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q61493	2.7.7.7
A0A7T9QPQ1	1.6.2.4
P16512	2.7.7.48
Q88920	2.7.7.48;3.6.4.13
Q89251	2.7.7.48;3.4.22.44
H6VGI2	2.7.3.3
O08550	2.1.1.43
Q68772	2.7.7.48;3.6.4.12;3.6.4.13
P0C995	2.1.1.56;2.7.7.50;3.1.3.33
Q71TL0	2.1.1.72
Q38RU1	1.9.3.1
Q0A456	3.2.1.18
P33812	2.7.7.6
P50678	1.9.3.1
P0C6U3	3.4.19.12;3.4.22.69
P07885	3.4.22.39
P16507	2.7.7.48
P18190	1.12.99.6
P28436	4.1.1.39
Q65191	3.6.4.13
Q9J5C0	2.7.7.6
P29152	2.7.7.48;3.4.22.44;3.4.22.45
Q9N2J2	1.11.1.12
Q6DNS4	2.7.7.48
Q9YW06	3.6.4.13
P88838	3.2.1.18
A0A482A9N4	3.2.1.4
O91466	3.4.22.50
Q9QNB3	2.7.7.48
O93058	2.7.7.48;3.6.4.13
Q196X0	2.7.7.6;2.7.7.48
O41156	2.1.1.148
Q6CP76	2.7.11.1
Q38PR6	1.9.3.1
P0DV84	2.7.10.1
A0A2H5AIX7	1.14.13.11
Q3ZFI3	3.5.1.28
P75442	2.7.7.18
B5X574	4.1.1.49
Q9VEJ0	1.11.1.15
Q9J5U7	2.7.7.48
O47667	1.9.3.1
P19385	3.2.1.17
Q3KSP1	2.7.7.7;3.1.26.4
P11227	3.1.26.4;2.7.7.49;2.7.7.7
O22637	3.2.1.68
Q9FU53	1.14.11.15
B2C4J3	2.7.7.48
P9WEQ2	2.5.1.29
I3R176	6.3.1.2
Q2TXG3	1.3.1.9;2.3.1.38;2.3.1.39;3.1.2.14;4.2.1.59
Q86925	3.4.21.90
O47687	1.9.3.1
D3ZG83	2.7.11.25;2.7.11.1
P21082	2.7.7.6
Q9WC54	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q6UDH7	2.7.11.1
Q9MVK2	1.6.5.3;1.6.99.5
P33072	1.4.3.13
P0C8G5	6.3.2.19
Q2I3H1	1.9.3.1
E9AE57	4.2.1.2
Q83044	3.6.4.13;2.7.7.48
P09592	3.4.21.90
L0BWK3	2.1.1.160
P89034	2.7.7.48
P03482	3.2.1.18
B2BMF7	2.7.7.48
O98766	3.6.3.14
Q9LUT0	2.7.11.1
Q9U419	2.3.1.97
A0A1D5PPP7	3.4.22.59
Q05133	3.6.4.12
P58865	2.1.1.248
O43102	5.4.99.25
D4FZ53	2.3.1.57
P68295	1.9.3.1
Q76ZS0	2.7.7.6
P0C6Y4	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
A0A0C1E1D0	2.6.1.1
J9VMX7	2.4.1.16
P0C9A6	3.6.4.13
A0A0B4FAW4	4.2.1.94
Q75VQ0	3.2.1.18
O80288	3.2.1.17
P31613	3.1.1.53
A0A0E3NEE1	1.8.98.1
P03304	2.7.7.48;3.4.22.28;3.6.1.15
Q918W3	2.7.7.48;3.6.4.13
P0DOL6	1.8.3.2
Q31750	4.1.1.39
P0C6F3	2.7.7.48;3.6.4.12;3.6.4.13
A7J3A2	2.7.7.48
O17679	2.1.1.43
Q4WND5	3.6.3.8
P39262	3.6.1.12
Q809M7	2.7.7.48
B8QIR1	3.5.1.28
B5E4N4	2.7.7.27
A9Q1K7	2.7.7.48
P26456	1.9.3.1
A0A0P6JG37	3.5.1.23
P71380	2.7.13.3
P12565	3.2.1.18
B0XR80	2.7.11.24;2.7.11.1
Q33113	1.6.5.3;1.6.99.5
Q99IE7	2.7.7.48;3.6.1.15;3.6.4.13
Q75002	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q32040	4.1.1.39
A0AMG9	2.3.1.74
Q8BRH4	2.1.1.43
P26455	1.9.3.1
A0A2H5AIZ1	2.3.1.133
P16508	2.7.7.48
Q9UAV5	1.1.1.37
Q7TD08	2.7.7.49
Q8MC99	2.7.7.6
P11187	3.2.1.17
Q00098	2.7.11.1
P00403	1.9.3.1
P48712	4.1.1.39
Q20P14	2.7.7.48
Q9J540	2.7.7.6
O22317	3.2.1.39
A7L9Z4	2.7.7.48
Q6D8V5	5.3.1.1
P21231	2.7.7.48;3.4.22.44;3.4.22.45
P19505	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
D3ZQD3	1.2.4.2
Q27YG9	2.7.7.48
Q7SQ98	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
Q197A8	6.5.1.2
G4NDR3	2.7.11.1;2.7.11.25
Q05134	3.6.4.12
Q9Q0V0	2.7.7.48
B5E4E3	2.1.2.1
S7ZEI5	2.6.1.42
P19088	6.5.1.1
P08546	2.7.7.7;3.1.26.4
O88738	6.3.2.19
A7J3A0	2.1.1.56;2.7.7.50
Q09105	3.2.1.18
Q9WZY4	2.5.1.49
P35975	2.1.1.56;2.7.7.48
Q38S08	1.9.3.1
P03158	2.7.7.49;2.7.7.7;3.1.26.4
P18640	3.4.24.69
P03363	2.7.7.49;2.7.7.7;3.1.26.4
Q9Q9G3	3.1.1.53
P78527	2.7.11.1
F8VPZ5	3.6.4.12
O44111	1.7.3.3
P32989	5.99.1.2
P16205	3.2.1.18
Q7XUN6	2.7.11.1
I1S130	4.1.1.33
Q9QB93	3.6.1.15
P22601	3.4.22.45
P03476	3.2.1.18
Q3J4D7	5.4.99.2
A0A1S4CGX4	2.7.12.2;2.7.11.1
Q6YNE9	3.1.3.8
Q2NIH4	2.1.1.199
F1QWW8	1.1.1.102
Q86IG3	3.1.3.48
A0A1V1FVQ6	2.5.1.29
Q01319	1.17.4.1
B7ZK61	3.4.21.63
P10866	3.2.1.18
Q00529	1.9.3.1
P24024	2.7.7.49;2.7.7.7;3.1.26.4
P11334	6.5.1.1
Q3A9J4	1.21.4.2
O57245	1.1.1.145;5.3.3.1
Q60EX7	3.6.4.12
Q9LIP9	2.6.1.16
P00659	3.1.27.5
Q5UR82	6.1.1.10
Q2F9P4	3.4.21.21
Q98218	3.6.4.13
P06275	2.7.7.49;2.7.7.7;3.1.26.4
Q9QXF7	1.14.14.1
Q07584	3.2.1.18
Q5XX01	2.1.1.56;2.7.7.48
Q696W0	2.7.11.1
P26809	3.1.26.4;2.7.7.49;2.7.7.7
P20470	2.7.7.48
A0A482PU20	6.3.2.3
P07849	3.1.27.5
Q9E6N3	3.4.19.12
E9QI36	6.1.1.21
F4ZGF2	2.1.1.6
Q37875	3.2.1.17
P21530	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
D4Z2G1	3.8.1.5
O03201	1.9.3.1
B1NKT9	2.1.1.56;2.7.7.50
A0A0H3MFZ3	2.7.8.11
A0A0U1RPR8	4.6.1.2
P0C6X0	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q6H956	1.10.3.9
B0XPE7	3.6.4.12
O90370	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q66474	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
D3ZRC4	3.1.1.5
A0A2H5AIZ6	2.1.1.104
Q1A267	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P36969	1.11.1.12
A0A2I4HXH5	3.1.3.5
Q6DPJ9	3.2.1.18
P27742	6.3.2.26
Q6XT02	2.7.7.48
O99001	4.1.1.39
Q50LF1	1.5.3.1
Q6J856	2.7.7.48
P03313	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
A0A0E3T552	1.2.1.8
V5Y0V0	4.3.1.19
Q94272	3.7.1.2
P35741	3.2.1.18
K0E689	1.1.1.85
P89459	3.4.19.12
Q38S23	1.9.3.1
Q00231	1.6.5.3
A0A0H2ZNH9	2.7.13.3
Q66165	3.1.1.53
Q65729	2.7.7.48;3.4.22.44
B4URE4	2.7.7.48
A0A343W970	2.5.1.1;2.5.1.10
A4UHQ2	2.1.1.56;2.7.7.48
Q6TUY0	2.7.7.19
A0A0J6G7P5	4.4.1.11
P31341	2.7.7.48
Q33DQ2	1.21.3.7
Q7M753	2.7.1.33
Q1PCB0	1.4.3.5
P14085	2.7.10.2
P28858	2.7.7.7;3.1.26.4
Q913A7	2.7.7.49;2.7.7.7;3.1.26.4
Q38S53	1.9.3.1
A1B4L2	1.2.1.3
P58971	2.1.1.249
Q05880	2.7.1.21
P98038	1.9.3.1
M1LL92	3.2.2.27
P18881	3.2.1.18
Q38RW8	1.9.3.1
G3XAP7	3.2.1.4
P25466	3.2.1.18
Q5UPY4	3.1.21.2
I1Z695	2.7.11.1
Q3IZP4	5.1.99.1
P03772	3.1.3.16
Q33015	4.1.1.39
A0A5B8YW48	4.2.1.94
Q07572	3.2.1.18
Q51892	2.7.1.35
P42672	3.4.22.39
F1B283	1.14.13.11
Q89443	3.6.4.13
Q85197	2.7.7.48;3.4.22.44;3.4.22.45
Q03321	2.5.1.19
F1QXM5	1.1.2.4
P00414	1.9.3.1
H1UBK1	3.4.11.18
Q9SAJ2	2.7.11.1
O93209	3.1.26.4;2.7.7.49;2.7.7.7
Q67477	1.1.1.145;5.3.3.1
A0A7H0DN56	3.6.4.13
A0A7H0DN78	3.1.3.48
P68317	2.7.7.6
B2UQG6	3.2.1.52
O91729	3.6.1.15
B0XUR7	3.1.3.16;3.1.3.53
O57175	1.17.4.1
Q71RT3	2.4.1.10
Q504M2	3.1.3.43;3.1.3.16
P15962	2.7.7.48
Q4F8H9	4.1.3.39
Q5UPT2	3.2.2.27
P0DSS8	1.17.4.1
Q9J7Z0	3.4.23.44
O62137	1.3.3.6
G8EWC8	6.3.3.1;6.3.4.13
J9VH94	2.7.11.1
O51291	2.7.1.23
P60820	2.7.9.3
P03468	3.2.1.18
P98032	1.9.3.1
P22997	3.1.31.1
D9X0I3	4.2.1.3
Q705F4	3.6.4.12
Q33369	4.1.1.39
A3KFM7	3.6.4.12
G4N0Z0	2.7.11.24;2.7.11.1
Q10MI4	2.1.1.43
Q5I145	3.1.3.48
Q8TD26	3.6.4.12
P45188	3.1.11.1
D9J041	1.16.1.1
P50759	3.6.4.12
F4K6B8	2.7.11.1
P0DOO1	2.7.7.6
A0A1D8PJ73	1.6.5.3;1.6.99.3;1.6.99.5
P24705	1.15.1.1
R9QMR3	4.2.3.121;4.2.3.119
P0CK31	2.7.7.48
Q7TDB4	2.1.1.56;2.7.7.50
D0VFU8	2.5.1.21
P11235	3.2.1.18
Q65216	2.1.1.56;2.7.7.50;3.1.3.33
Q2RCH3	3.2.1.18
P0DOF9	3.2.1.18
P24424	2.7.1.21
P12871	3.4.23.44
A0A499UB99	1.4.3.3
Q9WVJ6	2.3.2.13
Q9J5A4	2.7.7.6
A0A1D8PLI2	5.3.3.2
Q0R5R2	2.7.7.49;2.7.7.7;3.1.26.4
Q8V2Y0	3.6.1.23
G5EF53	3.6.4.12
O47688	1.9.3.1
Q6WVH5	2.1.1.56;2.7.7.50
P90463	2.1.1.45
B3V0K8	3.4.21.63
Q9MU81	3.6.3.14
Q67878	2.7.7.49;2.7.7.7;3.1.26.4
G0HV10	6.3.4.2
Q8QPK2	3.2.1.18
Q9HTF3	2.3.1.189
C5J7W8	2.7.11.1
Q8DN03	2.7.13.3
A0A7H0DNE6	6.5.1.1
A0A0S2PMA8	2.1.1.160
C0LNR0	2.3.1.180
P29154	2.7.7.48
Q83927	2.7.7.48
A0A2H5AIY6	4.3.1.24
Q809V2	3.2.1.18
Q31669	4.1.1.39
Q5UNU9	2.1.1.63
Q90069	2.7.7.48;3.4.22.44;3.4.22.45
Q8QZQ2	2.7.7.49;2.7.7.7;3.1.26.4
Q05262	1.17.4.2
P16201	3.2.1.18
P43911	2.7.9.3
O06319	3.1.1.74
Q82122	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q27YE5	2.7.7.48
O72908	2.1.1.56
P0C9E0	2.5.1.29;2.5.1.1;2.5.1.10
Q96127	1.9.3.1
P14553	2.7.7.48;3.6.1.15
P03370	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
Q9EVH6	2.3.3.13
Q9E6M6	3.6.1.23
P36483	4.1.1.39
A0A075B767	5.2.1.8
B1NKS7	2.1.1.56;2.7.7.50
M9PFN0	3.1.3.16
D5E1T2	2.2.1.2
A0A1I9R3Y5	1.11.2.3
Q6XQH7	2.7.7.48
O55737	3.1.3.16;3.1.3.48
Q1HVC1	2.7.7.7;3.1.26.4
Q5UQW0	3.6.4.13
D9PXZ6	2.8.4.1
O72907	3.6.1.15
P26120	2.7.7.48
Q2I3G8	1.9.3.1
P06829	2.1.1.56;2.7.7.48
Q8FKG1	1.1.1.284;1.1.1.1
Q306W7	3.4.21.90
A0A0P0UZP7	4.4.1.14
Q8ZJW4	2.3.1.128
P06920	3.6.4.12
Q9IMM4	2.7.7.48
Q8THH1	2.8.4.1
P08492	3.2.1.18
P17767	2.7.7.48;3.4.22.44;3.4.22.45
P31332	2.1.1.56;2.7.7.48
Q5UQ98	3.6.4.13
P72539	4.1.3.27
P36723	3.6.4.12
Q82081	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P30007	3.6.1.23
Q6A2H2	1.2.1.24
P19189	6.5.1.1
Q4WXY0	2.7.11.1;2.7.11.25
P41294	1.9.3.1
P87691	3.1.1.53
P50688	1.9.3.1
Q4W9I3	1.14.13.72
G4N4J5	1.13.11.60
P20128	2.7.7.48;3.6.4.13
B1NKU1	2.7.7.48
P0DSS7	1.17.4.1
Q4AEI3	1.11.1.9
P03117	3.6.4.12
C9K7D8	2.6.1.42
P03587	2.7.7.48;3.6.4.13
F9X3D9	2.3.3.10
Q90030	3.6.1.23
A0A0J9XKT0	3.2.1.4
Q9YLG5	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q2VND0	3.2.1.18
P68553	1.9.3.1
P93400	3.1.4.4
P27949	6.3.2.19
P12918	2.7.7.48
Q7IZ16	1.9.3.1
P0C6U9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P15833	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
P14335	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
C4B4E5	2.4.1.173
P62463	3.6.1.27
Q5UQB5	5.99.1.2
Q1HVC7	3.4.21.97
A2QTW5	1.14.13.12
Q4WNV9	4.1.1.33
Q9JFB7	2.7.1.21
A0A1D5AG16	2.7.8.7
Q02941	2.7.7.48
P17757	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
P0DOM2	2.7.7.19
P48073	4.1.1.39
F2XFA5	4.2.3.119
P16769	3.2.2.27
P0DSV2	1.17.4.1
Q8BB16	3.6.1.3
P64798	4.2.1.1
Q9G1N5	1.9.3.1
B2DEU8	2.1.2.1
J9W0G9	2.7.11.1
Q9ZX92	2.1.1.148
A8MHJ6	2.7.9.3
P28852	2.7.1.21
Q6WAT6	2.1.1.56;2.7.7.50
J9VNT4	2.4.1.16
Q6DNS5	2.7.7.48
Q9W4C3	3.4.19.12
P21294	2.7.7.48;3.4.22.44
Q89249	2.7.7.48;3.6.4.13
Q91FI1	2.7.7.6
P06167	3.2.1.18
Q66145	2.7.7.48
Q00277	1.11.1.9
P24986	1.9.3.1
Q5K2K3	2.1.1.56;2.7.7.48
P03317	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P12296	2.7.7.48;3.4.22.28;3.6.1.15
Q1K9Q1	3.2.1.18
P00542	2.7.10.2;2.7.10.1
P15057	3.2.1.17
P31748	2.7.11.1
B5E6K6	1.18.1.2
Q694C5	3.5.4.14
Q7SH52	6.3.5.5
P18250	4.2.1.33
Q27YE1	2.7.7.48
E9Q5K4	1.14.14.1
O37319	3.6.1.15
B5E2R3	2.5.1.75
P03556	2.7.7.49
B9RW49	2.8.1.8
P0DST4	2.7.7.6
O33983	3.5.1.28
Q7M1L6	3.2.2.22
Q0GBX5	2.1.1.56;2.7.7.48
Q9Q8R9	2.7.7.19
O40977	2.7.7.48
Q58617	2.1.1.72
Q8QL53	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
A0A0A1C3I2	1.1.1.34
Q9Q8L4	3.6.1.15
Q9IVZ9	2.7.7.48
P16472	5.99.1.2
P32277	6.5.1.3
P33497	2.7.10.1;2.7.11.1
Q196X4	5.99.1.3
Q99IE5	2.7.7.48;3.6.1.15;3.6.4.13
Q17CS8	2.6.1.7;4.4.1.13
Q9YKD6	2.7.7.48;3.6.4.13
B0LDU6	2.3.1.74
A0A4X1UM84	4.1.1.32
P27973	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
F1QVU0	2.7.10.1
Q9U217	3.5.1.99
P28459	4.1.1.39
O64900	1.14.13.71
A6XH06	4.2.3.110
P15419	6.5.1.1
Q9VUK8	6.1.1.14
P28477	2.7.7.48;3.6.4.13
Q6UDK9	2.7.1.21
Q91DR9	2.1.1.56;2.7.7.48
P04407	2.7.1.21
D4AA47	3.6.3.1
Q89273	2.7.7.48;3.4.22.66;3.6.1.15
P33813	2.7.7.6
D3YXJ0	2.7.1.107
Q9Z1Y9	1.97.1.10
P98036	1.9.3.1
Q5SW46	1.11.1.7
C0PPR1	4.2.3.119
P35930	2.7.7.48
A2AJK6	3.6.4.12
A0A024SC78	3.1.1.74
F8VPZ3	3.4.19.12
P04041	1.11.1.9
A0A061AE05	2.7.1.25;2.7.7.4
P0DUB6	3.2.1.1
O39828	3.6.1.3
P26542	3.6.4.12
A0A314LG79	2.1.1.53;2.5.1.16
Q4WP32	3.2.1.4
A0A0C5DM37	1.1.1.1
A3KF10	3.2.1.18
P05807	3.6.1.15
B5E552	3.6.3.14
Q80S27	3.4.21.90
P87744	2.7.7.49;2.7.7.7;3.1.26.4
A0A0P0VI36	2.6.1.80;2.6.1.5
Q4AEI1	1.11.1.9
B8B8K5	1.1.3.15
A3RM23	2.1.1.56;2.7.7.48
P16514	2.7.7.48
Q6DN07	1.97.1.11
P36719	3.6.4.12
Q89928	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
M1RIR6	2.5.1.18
Q91CD5	2.7.7.48
A7BFV8	2.3.1.47
O91734	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
O72540	2.7.7.7
Q07FH7	2.7.7.48
Q5UQS6	2.7.7.19
K9N638	3.4.19.12;3.4.22.69
P07973	3.1.1.53
Q85280	2.7.7.6
B9JN20	5.3.1.1
O40955	2.7.7.48;3.6.1.15;3.6.4.13
Q9KHI5	2.7.13.3
P35740	3.2.1.18
P17382	3.6.4.12
P68586	2.1.1.37
Q69028	2.7.7.49;2.7.7.7;3.1.26.4
Q32ZD5	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P41715	3.4.22.50
O03848	1.9.3.1
P69859	3.2.2.27
P68984	3.4.22.39
Q9Q921	2.7.7.6
Q0E592	3.6.4.13
Q08512	2.1.1.56
Q9PVZ4	2.7.10.1
Q9YJU5	2.7.7.48
Q05984	4.1.1.39
Q00942	5.99.1.3
P54092	3.1.3.16;3.1.3.48
A8B2U2	4.1.2.13
Q9FF29	2.7.11.1
A0A4P7TSF2	2.7.13.3
P06229	3.1.11.3
Q86PD7	2.3.2.5
Q9E6N9	2.7.7.7;3.1.26.4
P0C568	2.1.1.56;2.7.7.48
P0C973	2.7.7.7
Q2T0V9	2.7.13.3
Q02212	1.9.3.1
Q4WJJ9	1.3.1.70
P11352	1.11.1.9
P27738	2.7.7.48;3.6.4.13
Q67925	2.7.7.49;2.7.7.7;3.1.26.4
P06421	3.6.4.12
P50667	1.9.3.1
Q9N2I8	1.8.1.9
P06221	2.7.7.6
Q8B0H5	2.1.1.56;2.7.7.48
Q6LYD7	1.8.98.1
O47697	1.9.3.1
Q9ERU9	5.2.1.8
B0KZ40	2.5.1.32
B3E7F7	2.7.9.3
Q805H4	3.6.1.3
A7B555	4.1.3.3
Q8YI91	2.1.1.144
A0A2H5AIY0	4.1.1.25
F9VPA4	2.6.1.16
A0A8A1G1R1	3.2.1.4
Q6J8D5	3.2.1.18
Q57UP7	2.3.1.199
D4HRL0	3.2.1.91
A0A1L9WLL5	4.2.1.94
P04025	3.1.26.4;2.7.7.49;2.7.7.7;3.6.1.23
Q5J6J3	3.4.14.5
Q9QAR6	3.1.1.53
Q66478	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P13025	2.7.7.48
B5E4T0	2.7.1.144
P0C6T9	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P52340	3.4.19.12
P42492	1.17.4.1
P03308	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
P28885	3.2.1.18
A0A068CNX1	3.4.22.16
P00531	2.7.11.1
W0T9X4	2.7.11.1
A0A6J4B5J2	2.5.1.18
A8C8K2	2.7.7.48
Q809V0	3.2.1.18
A4KZ49	2.7.7.48;3.4.22.44;3.4.22.45
A0A1W2PQD8	3.1.3.16
A4GCI9	3.2.1.18
O02827	2.7.11.18;2.7.11.1
Q9W0P2	2.7.7.7
Q6VTL7	3.4.22.50
Q5UQX1	2.1.1.56;2.7.7.50;3.1.3.33
Q38S14	1.9.3.1
Q9IR51	3.6.1.3
P03306	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
P15316	3.2.1.35
P43139	2.7.7.7
P0C6T7	3.4.19.12;3.4.22.69
Q04575	2.7.7.48;3.6.4.13
Q07576	3.2.1.18
P0C988	2.7.7.6
P12576	2.1.1.56;2.7.7.48
P0C690	2.7.7.49;2.7.7.7;3.1.26.4
