query_ID	profile_ID	query_length	profile_length	align_length	query_from	query_to	profile_from	profile_to	profile_proportion	bit_score	e-value	positive_hit_probability	is_best_overlap	found_catalytic_pattern	profile_linked_ECs
A0A166NMU2	PRI008644	426	      99	      97	     338	     423	       2	      97	    0.97	   62.11	6.9E-13     	0	F	-	6.3.1.2	
A0A166NMU2	PRI013190	426	     321	      52	     200	     251	     185	     235	    0.16	   39.38	5.2E-4     	0	F	-	5.4.4.3	
A0A166MLN9	PRI000115	272	     115	     123	     150	     270	       3	     114	    0.97	   77.26	9.3E-19     	0	T	-	1.1.1.100	
A0A166MLN9	PRI200109	272	     117	     105	     150	     252	       2	     100	    0.85	   63.02	2.3E-13     	0	F	-	(1.1.1.47)	
A0A166MLN9	PRI212781	272	     120	      93	     173	     265	      26	     118	    0.78	    58.1	1.6E-11     	0	F	-	(1.3.1.34)	
A0A166MLN9	PRI200083	272	     118	     106	     170	     265	      24	     114	    0.77	   57.22	3.1E-11     	0	F	-	(1.1.1.36)	
A0A166MLN9	PRI212652	272	     129	     139	     147	     265	       1	     127	    0.98	   54.24	3.6E-10     	0	F	-	(1.1.1.30)	
A0A166MLN9	PRI210192	272	     115	     117	     150	     265	       2	     114	    0.98	   51.04	4.4E-9     	0	F	-	(1.1.1.184)	
A0A166MLN9	PRI000099	272	     133	     120	      22	     133	       6	     119	    0.86	   51.48	4.7E-9     	0	T	-	1.3.1.28	
A0A166MLN9	PRI212847	272	     117	     129	     147	     265	       1	     115	    0.98	   50.66	7E-9     	0	F	-	(1.1.1.127)	
A0A166MLN9	PRI213076	272	     115	     120	     152	     265	       5	     114	    0.96	   49.11	2.4E-8     	0	F	-	(1.1.1.233)	
A0A166MLN9	PRI213010	272	     114	     126	     150	     265	      13	     114	    0.89	   47.65	6.5E-8     	0	F	-	(1.1.1.289)	
A0A166MLN9	PRI012650	272	     134	     118	      22	     122	       1	     108	    0.81	   45.32	5.6E-7     	0	F	-	1.1.1.36	
A0A166MLN9	PRI012888	272	     138	     141	      19	     145	       3	     135	    0.96	   44.32	1.4E-6     	0	F	-	1.1.1.100	
A0A166MLN9	PRI212889	272	     115	     120	      22	     122	       1	     101	    0.88	    42.6	4.6E-6     	0	F	-	(1.1.1.100)	
A0A166MLN9	PRI002429	272	     122	     123	      22	     130	       1	     103	    0.84	   40.32	3E-5     	0	F	-	1.1.1.141	
A0A166MLN9	PRI012744	272	     125	      96	      21	     108	       2	      90	    0.71	   38.03	1.7E-4     	0	F	-	1.1.1.304	
A0A166MLN9	PRI012637	272	     131	      99	      19	     109	       2	      93	     0.7	    36.7	6.3E-4     	0	F	-	1.1.1.47	
A0A166MLN9	PRI202790	272	     114	     127	     150	     265	       2	     114	    0.99	   36.01	7.9E-4     	0	F	-	(1.3.1.38)	
A0A166MLN9	PRI212673	272	     116	      50	     170	     219	      23	      69	    0.41	   36.07	7.9E-4     	0	F	-	(1.1.1.10)	
A0A166MLN9	PRI000084	272	     157	     102	      20	     107	       4	     102	    0.63	   36.59	8.7E-4     	0	F	-	1.1.1.35	
A0A166MLN9	PRI210567	272	     145	     119	      18	     122	       2	     119	    0.81	   36.11	1.2E-3     	0	F	-	(4.2.1.119)	
A0A166MLN9	PRI212834	272	     122	      68	     147	     205	       1	      66	    0.54	   35.75	1.2E-3     	0	F	-	(1.1.1.138)	
A0A166MLN9	PRI212624	272	     117	     111	     150	     251	       2	     101	    0.85	   35.34	1.4E-3     	0	F	-	(1.1.1.53)	
A0A166MLN9	PRI213035	272	     112	      56	     150	     205	       2	      57	     0.5	   35.25	1.6E-3     	0	F	-	(1.1.1.268)	
A0A166MLN9	PRI200093	272	     110	     109	     170	     265	      20	     110	    0.83	   34.93	1.7E-3     	0	F	-	(1.5.1.33)	
A0A166MLN9	PRI000091	272	     135	     119	      22	     132	       4	     120	    0.87	   34.99	2.3E-3     	0	F	-	1.1.1.62	
A0A166MLN9	PRI213056	272	     116	      66	     150	     209	       1	      64	    0.55	   33.31	6.4E-3     	0	F	-	(1.1.1.250)	
A0A166MLN9	PRI012726	272	     127	      91	      18	     104	       1	      85	    0.67	   33.57	7.6E-3     	0	F	-	1.1.1.311	
A0A166MLN9	PRI200102	272	     124	      54	     150	     201	       2	      51	     0.4	   33.05	9.1E-3     	0	F	-	(1.3.1.25)	
A0A166MLN9	PRI000106	272	     142	      94	      19	     109	       3	      95	    0.65	   33.36	9.6E-3     	0	F	-	1.1.1.140	
A0A166MLN9	PRI012763	272	     138	      72	      18	      84	       2	      65	    0.46	   33.31	1E-2     	0	F	-	1.3.1.56	
A0A166MLN9	PRI012613	272	     124	      58	     150	     201	       2	      53	    0.42	   32.97	1.1E-2     	0	F	-	1.1.1.76;1.1.1.304	
A0A166MLN9	PRI212680	272	     107	      55	     149	     200	       2	      53	    0.49	   32.37	1.4E-2     	0	F	-	(4.2.1.119)	
A0A166MLN9	PRI011299	272	     124	      86	      22	     104	       1	      80	    0.65	   32.66	1.5E-2     	0	F	-	1.1.1.107	
A0A166MLN9	PRI212665	272	     126	      97	     192	     265	      45	     123	    0.63	   31.83	2.7E-2     	0	F	-	(1.1.1.14)	
A0A166MLN9	PRI212812	272	     113	      83	     189	     265	      41	     113	    0.65	   31.36	3.1E-2     	0	F	-	(1.1.1.163)	
A0A166MLN9	PRI002583	272	     132	      24	      18	      41	       1	      24	    0.18	   31.69	3.4E-2     	0	F	-	1.1.1.288	
A0A166MLN9	PRI212815	272	     115	      59	     191	     249	      43	      96	    0.47	   31.42	3.4E-2     	0	F	-	(1.1.1.159)	
A0A166MLN9	PRI212617	272	     117	     127	     147	     265	       1	     115	    0.98	   30.64	6E-2     	0	F	-	(1.1.1.69)	
A0A166MLN9	PRI014537	272	     151	      34	     101	     132	     103	     136	    0.23	    31.2	6.1E-2     	0	F	-	1.1.1.239;1.1.1.62	
A0A166MLN9	PRI212791	272	     124	      95	     180	     267	      33	     124	    0.74	    30.7	6.6E-2     	0	F	-	(1.3.1.28)	
A0A166MLN9	PRI012712	272	     155	      19	      22	      40	       2	      20	    0.12	   30.52	9.2E-2     	0	F	-	1.1.1.320	
A0A166MLN9	PRI200104	272	     131	      32	     170	     201	      21	      51	    0.24	   29.99	1.1E-1     	0	F	-	(1.3.1.56)	
A0A166MLN9	PRI012707	272	     132	      33	      18	      50	       2	      26	    0.19	   29.75	1.6E-1     	0	F	-	1.1.1.326	
A0A166MLN9	PRI212798	272	     123	      30	     174	     203	      26	      54	    0.24	   29.48	1.7E-1     	0	F	-	(1.3.1.19)	
A0A166MLN9	PRI212790	272	     122	      46	     174	     219	      25	      69	    0.37	   29.52	1.8E-1     	0	F	-	(1.3.1.29)	
A0A166MLN9	PRI213075	272	     117	      28	     180	     207	      31	      58	    0.24	   29.46	1.8E-1     	0	F	-	(1.1.1.236)	
A0A166MLN9	PRI212694	272	     132	      31	     170	     200	      21	      50	    0.23	    29.3	2.3E-1     	0	F	-	(1.3.1.87)	
A0A166MLN9	PRI000100	272	     144	      90	      20	     107	       3	      92	    0.62	   29.18	2.9E-1     	0	F	-	1.1.1.178;1.1.1.35	
A0A166MLN9	PRI003753	272	     130	     102	      64	     147	      44	     130	    0.67	   28.63	3.6E-1     	0	F	-	1.1.1.268	
A0A166MLN9	PRI000090	272	     149	     111	      17	     108	       1	     106	    0.71	   28.69	4E-1     	0	F	-	1.1.1.30	
A0A166MLN9	PRI000082	272	     129	      27	      27	      53	      11	      37	    0.21	   28.22	5.6E-1     	0	F	-	1.1.1.159	
A0A166MLN9	PRI004821	272	     396	      44	       9	      47	     257	     298	    0.11	   29.07	5.7E-1     	0	F	-	1.3.1.83	
A0A166MLN9	PRI012792	272	     135	      13	      22	      34	       5	      17	     0.1	   27.54	7.7E-1     	0	F	-	1.3.1.25	
A0A166MLN9	PRI010305	272	     128	      63	     150	     201	       2	      53	    0.41	   27.62	9.1E-1     	0	F	-	1.1.1.304	
A0A166MLN9	PRI010125	272	     312	      40	     203	     242	     122	     159	    0.12	   28.25	9.1E-1     	0	F	-	3.1.4.12	
A0A166Q345	PRI010152	270	     127	      68	      56	     116	      61	     127	    0.53	   33.89	5.5E-3     	0	T	-	5.1.3.2	
A0A166Q345	PRI003514	270	     203	      26	     135	     160	      19	      44	    0.13	   28.54	6.3E-1     	0.002	T	-	1.1.1.103	
A0A166Q345	PRI013402	270	    1463	      62	     143	     196	    1317	    1378	    0.04	    28.8	7.5E-1     	0	F	-	3.4.21.91;2.1.1.56;3.6.1.15;2.7.7.48;2.1.1.57;3.6.4.13	
A0A166Q345	PRI001376	270	     763	      38	     190	     227	       1	      32	    0.04	   28.95	7.9E-1     	0.001	F	-	2.7.8.20	
A0A161Z7Y9	PRI002853	330	     182	      65	     101	     158	      75	     138	    0.35	   28.63	7.1E-1     	0	T	-	5.3.1.15	
A0A166R3Y5	PRI001060	342	     313	     294	      30	     319	       2	     287	    0.91	  161.05	1.4E-47     	0.027	T	-	3.2.2.8	
A0A166R3Y5	PRI002981	342	     335	     323	      31	     321	       3	     323	    0.96	  127.93	7.4E-35     	0.001	F	-	3.2.2.3	
A0A0N9WH75	PRI011506	592	     385	     330	     139	     455	     101	     382	    0.73	    93.4	3.4E-21     	0	T	-	1.3.8.1	
A0A0N9WH75	PRI012181	592	     376	     332	     139	     448	      94	     366	    0.73	   61.82	6.6E-11     	0	F	-	1.3.8.5	
A0A0N9WH75	PRI012178	592	     375	     167	     139	     298	      93	     241	     0.4	   51.44	1.5E-7     	0	F	-	1.3.8.8	
A0A0N9WH75	PRI012176	592	     380	     157	     151	     447	     108	     374	    0.38	   72.75	6E-5     	0	F	-	1.3.8.9	
A0A0N9WH75	PRI012182	592	     381	     373	     101	     459	      57	     376	    0.84	   41.42	2E-4     	0	F	-	1.3.8.4	
A0A0N9WH75	PRI012179	592	     383	     321	     145	     448	     103	     374	    0.71	   36.01	9.3E-3     	0	F	-	1.3.8.7	
A0A0N7GZP8	PRI002296	649	     161	     121	     226	     344	       1	      89	    0.55	   46.84	8.8E-7     	0.002	T	-	1.8.98.1	
A0A0N7GZP8	PRI001284	649	     301	      92	     520	     603	     153	     244	    0.31	   48.09	1.4E-6     	0.001	T	-	1.8.98.1	
A0A0N7GZP8	PRI000922	649	     236	     107	     238	     330	     141	     216	    0.32	    37.9	1.9E-3     	0	F	-	1.3.99.1	
A0A0N7GZP8	PRI014245	649	     335	      22	     236	     257	     303	     324	    0.07	   34.96	2.1E-2     	0	F	-	1.97.1.3	
A0A0N7GZP8	PRI000926	649	      93	      13	     245	     257	      40	      52	    0.14	   29.58	3E-1     	0	F	-	1.6.99.5	
A0A0N7GZP8	PRI000582	649	     723	     114	      70	     174	     244	     357	    0.16	    31.7	3.4E-1     	0	T	-	3.6.1.1	
A0A0N9VS13	PRI012874	321	     250	     249	      10	     255	       2	     250	       1	  428.02	1.7E-153     	1	T	-	1.1.1.108	
A0A0N9VS13	PRI005085	321	     233	     127	      77	     194	      73	     190	    0.51	   48.55	2.3E-7     	0	F	-	1.1.1.45	
A0A0N9VS13	PRI001980	321	     282	     230	      11	     234	       3	     227	     0.8	   44.31	8.1E-6     	0	F	-	1.1.1.35	
A0A0N9VS13	PRI001983	321	     279	     160	      70	     224	      66	     218	    0.55	   36.22	3.1E-3     	0	F	-	1.1.1.157	
A0A0N9VS13	PRI000293	321	     312	     113	       5	     115	     136	     227	    0.29	   35.53	5.2E-3     	0	F	-	1.1.1.95	
A0A0N9VS13	PRI012226	321	     283	      57	     239	     293	     195	     241	    0.17	   31.39	1.1E-1     	0	F	-	2.5.1.84	
A0A0N9VS13	PRI207432	321	     280	     173	      11	     171	       3	     167	    0.59	   31.19	1.3E-1     	0	F	-	(4.2.1.17)	
A0A0N9VS13	PRI001978	321	     280	      33	     134	     165	     130	     161	    0.11	   30.75	1.8E-1     	0	F	-	5.1.2.3;4.2.1.17;1.1.1.35	
A0A0N9WGA2	PRI002516	158	     285	      60	      17	      70	      69	     128	    0.21	   29.72	1.3E-1     	0	T	-	4.2.2.3	
A0A0N9VTA1	PRI013467	454	     173	     157	     197	     349	       5	     161	    0.91	  176.03	6E-54     	0.004	T	-	2.6.1.96	
A0A0N9VTA1	PRI012415	454	     345	     377	      72	     439	       6	     339	    0.97	  155.69	3.5E-44     	0	F	-	2.6.1.11	
A0A0N9VTA1	PRI013699	454	     185	     208	     156	     363	       1	     185	       1	  105.29	3.4E-27     	0	F	-	2.6.1.11	
A0A0N9VTA1	PRI212414	454	     174	     142	     206	     347	      22	     159	    0.79	  100.14	1.7E-25     	0	F	-	(2.6.1.13)	
A0A0N9VTA1	PRI006421	454	     163	     146	     211	     351	       9	     154	     0.9	    98.3	5.3E-25     	0	F	-	2.6.1.62	
A0A0N9VTA1	PRI002425	454	     124	     108	     227	     328	      17	     124	    0.87	   88.23	9.8E-22     	0	F	-	2.6.1.18	
A0A0N9VTA1	PRI002696	454	     159	      90	     208	     297	       1	      90	    0.57	   80.11	1.5E-18     	0	F	-	2.6.1.77	
A0A0N9VTA1	PRI213465	454	      98	     100	      22	     118	       1	      98	       1	   65.86	3.1E-14     	0	F	-	(2.6.1.96)	
A0A0N9VTA1	PRI212343	454	     381	     244	     115	     333	      45	     273	     0.6	   65.75	2.1E-12     	0	F	-	(2.6.1.81)	
A0A0N9VTA1	PRI212412	454	     337	     282	     206	     445	      65	     337	    0.81	   64.92	3.6E-12     	0	F	-	(2.6.1.13)	
A0A0N9VTA1	PRI001251	454	     164	     131	     220	     343	      19	     146	    0.78	   60.76	9.7E-12     	0	F	-	2.6.1.19	
A0A0N9VTA1	PRI212357	454	     107	      96	      22	     116	      10	     104	    0.89	   58.95	1.2E-11     	0	F	-	(2.6.1.62)	
A0A0N9VTA1	PRI213466	454	      72	      72	     120	     189	       1	      71	    0.99	    54.8	1.3E-10     	0.051	F	-	(2.6.1.96)	
A0A0N9VTA1	PRI213686	454	     103	      87	      32	     118	      17	     102	    0.83	   55.91	1.4E-10     	0	F	-	(2.6.1.18)	
A0A0N9VTA1	PRI212408	454	      66	      47	     120	     166	       1	      47	    0.71	   51.32	1.9E-9     	0	F	-	(2.6.1.18)	
A0A0N9VTA1	PRI202507	454	     172	     129	     219	     343	      30	     153	    0.72	   51.95	1.3E-8     	0	F	-	(2.6.1.82)	
A0A0N9VTA1	PRI003665	454	     194	     136	     225	     354	      59	     186	    0.66	   48.38	3.2E-7     	0	F	-	5.4.3.8	
A0A0N9VTA1	PRI012411	454	     160	     108	     227	     333	      29	     131	    0.64	   47.38	3.8E-7     	0	F	-	2.6.1.17;2.6.1.11	
A0A0N9VTA1	PRI001245	454	     172	     156	     201	     343	       4	     153	    0.87	   46.88	7.9E-7     	0	F	-	2.6.1.19;2.6.1.22	
A0A0N9VTA1	PRI013567	454	      85	      72	     364	     434	       2	      73	    0.85	   44.52	8.7E-7     	0.04	F	-	2.6.1.62	
A0A0N9VTA1	PRI211643	454	     182	     125	     223	     340	      39	     159	    0.66	   44.69	4.8E-6     	0	F	-	(2.8.1.6)	
A0A0N9VTA1	PRI013334	454	     173	      67	     223	     283	      30	      96	    0.39	   44.36	4.8E-6     	0	F	-	4.2.3.2	
A0A0N9VTA1	PRI212356	454	      76	      65	     129	     190	      10	      72	    0.83	   41.28	8.4E-6     	0	F	-	(2.6.1.62)	
A0A0N9VTA1	PRI001237	454	     158	     158	     221	     361	      19	     156	    0.87	   40.65	8.3E-5     	0	F	-	2.6.1.44	
A0A0N9VTA1	PRI213556	454	      89	      87	     367	     438	       4	      81	    0.88	   38.48	1.2E-4     	0	F	-	(2.6.1.77)	
A0A0N9VTA1	PRI202420	454	     184	      77	     223	     298	      48	     123	    0.41	    40.3	1.4E-4     	0	F	-	(2.6.1.76)	
A0A0N9VTA1	PRI212349	454	     357	      96	     207	     299	     117	     212	    0.27	   40.53	2.5E-4     	0	F	-	(5.4.3.8)	
A0A0N9VTA1	PRI013341	454	     308	      66	     223	     277	     147	     207	     0.2	   39.84	4.1E-4     	0	F	-	4.2.3.134	
A0A0N9VTA1	PRI212346	454	     100	      28	      59	      86	      44	      71	    0.28	   37.02	5E-4     	0	F	-	(2.6.1.77)	
A0A0N9VTA1	PRI012409	454	     420	     193	     115	     288	      68	     237	     0.4	   39.23	7.1E-4     	0	F	-	2.6.1.17	
A0A0N9VTA1	PRI213695	454	      95	      50	     221	     270	       2	      51	    0.53	   36.25	1E-3     	0	F	-	(2.6.1.13)	
A0A0N9VTA1	PRI213693	454	      53	      47	     404	     446	       7	      53	    0.89	   33.17	4.4E-3     	0	F	-	(2.6.1.13)	
A0A0N9VTA1	PRI213464	454	      43	      34	     407	     440	       3	      36	    0.79	   31.68	1.3E-2     	0.004	F	-	(2.6.1.96)	
A0A0N9VTA1	PRI212344	454	     163	     113	     225	     333	      30	     134	    0.64	   33.47	2.1E-2     	0	F	-	(2.6.1.81)	
A0A0N9VTA1	PRI213697	454	      60	      44	     404	     446	      14	      57	    0.73	   31.37	2.5E-2     	0	F	-	(2.6.1.11)	
A0A0N9VTA1	PRI013628	454	      86	      72	     370	     435	       2	      69	    0.79	   31.53	3.8E-2     	0	F	-	2.6.1.40;2.6.1.44	
A0A0N9VTA1	PRI003815	454	     152	      72	     223	     291	      15	      83	    0.45	   31.98	6.5E-2     	0	F	-	4.1.1.64	
A0A0N9VTA1	PRI002365	454	     161	      87	     224	     298	      25	      99	    0.47	   31.76	7.2E-2     	0	F	-	2.6.1.40;2.6.1.44	
A0A0N9VTA1	PRI013564	454	     132	     123	     225	     341	      12	     132	    0.92	   30.93	1E-1     	0	F	-	2.6.1.62	
A0A0N9VTA1	PRI001760	454	     816	      39	     227	     265	     350	     384	    0.04	    31.9	2E-1     	0	F	-	3.2.1.25	
A0A0N9VTA1	PRI213557	454	     243	     150	     154	     270	      32	     150	    0.49	   30.88	2.4E-1     	0	F	-	(2.6.1.76)	
A0A0N9VTA1	PRI009468	454	     274	      86	     237	     317	     114	     191	    0.28	   30.02	5.1E-1     	0	F	-	1.3.1.76;4.99.1.4	
A0A0N9VMN1	PRI002592	458	     345	     348	      25	     369	       1	     345	       1	  259.65	7E-84     	0.002	T	-	6.3.1.11	
A0A0N9VMN1	PRI001617	458	     362	     349	      56	     367	      14	     360	    0.96	  114.88	4.3E-29     	0	F	-	6.3.1.2	
A0A0N9VMN1	PRI208645	458	     352	     255	     123	     369	      99	     352	    0.72	   73.62	5.6E-15     	0	F	-	(6.3.1.2)	
A0A0N9VMN1	PRI008644	458	      99	      97	     370	     455	       2	      97	    0.97	   61.73	9.6E-13     	0	F	-	6.3.1.2	
A0A0N9VMN1	PRI013190	458	     321	      52	     232	     283	     185	     235	    0.16	   39.38	5.6E-4     	0	F	-	5.4.4.3	
A0A0N9WI11	PRI011321	480	     386	     353	     133	     479	      14	     366	    0.91	  459.94	2.1E-161     	0	T	-	1.2.1.79	
A0A0N9WI11	PRI002542	480	     360	     359	     128	     477	       1	     359	       1	  430.95	2.2E-150     	0.003	F	-	1.2.1.24	
A0A0N9WI11	PRI003123	480	     374	     365	     123	     474	       1	     365	    0.98	  400.18	4.1E-138     	0	F	-	1.2.1.16	
A0A0N9WI11	PRI003762	480	     383	     361	     123	     474	       1	     360	    0.94	  325.88	6.1E-109     	0	F	-	1.2.1.3	
A0A0N9WI11	PRI002375	480	     371	     341	     142	     474	      20	     360	    0.92	  294.56	8.2E-97     	0	F	-	1.2.1.8	
A0A0N9WI11	PRI002765	480	     368	     350	     146	     477	      18	     358	    0.93	  224.47	9.4E-70     	0	F	-	1.2.1.19	
A0A0N9WI11	PRI003212	480	     365	     356	     128	     474	       4	     359	    0.98	  215.22	3.3E-66     	0	F	-	1.2.1.22	
A0A0N9WI11	PRI002403	480	     366	     359	     125	     459	       2	     345	    0.94	  206.32	7.8E-63     	0	F	-	1.5.1.6	
A0A0N9WI11	PRI002527	480	     403	     364	     125	     474	       2	     364	     0.9	  203.79	2.2E-61     	0	F	-	1.2.1.5	
A0A0N9WI11	PRI002514	480	     363	     347	     146	     474	      23	     358	    0.93	  162.38	3E-46     	0	F	-	1.2.1.36	
A0A0N9WI11	PRI012735	480	     353	     345	     142	     462	      15	     337	    0.92	  153.58	5E-43     	0	F	-	1.2.1.24;1.2.1.26	
A0A0N9WI11	PRI200277	480	     358	     308	     123	     413	       1	     292	    0.82	  153.15	6.8E-43     	0	F	-	(1.2.1.4)	
A0A0N9WI11	PRI212736	480	      98	      98	      28	     125	       1	      98	       1	  135.24	2.8E-39     	0.019	F	-	(1.2.1.24)	
A0A0N9WI11	PRI014010	480	     348	     344	     147	     477	      10	     345	    0.97	  139.68	5.7E-38     	0	F	-	1.2.1.85	
A0A0N9WI11	PRI014008	480	     348	     344	     146	     461	      17	     332	    0.91	  138.15	1.8E-37     	0	F	-	1.2.1.86	
A0A0N9WI11	PRI003573	480	     356	     293	     128	     414	       1	     290	    0.81	  135.44	2.3E-36     	0	F	-	1.2.1.21;1.2.1.22	
A0A0N9WI11	PRI014013	480	     344	     361	     142	     474	       6	     342	    0.98	  133.51	1E-35     	0	F	-	1.2.1.83	
A0A0N9WI11	PRI012658	480	     364	     371	     125	     468	       4	     350	    0.95	  133.15	1.7E-35     	0	F	-	1.2.1.67	
A0A0N9WI11	PRI212653	480	     100	      98	      28	     125	       3	     100	    0.98	  122.96	1.2E-34     	0.832	F	-	(1.2.1.79)	
A0A0N9WI11	PRI013051	480	     345	     344	     128	     461	       1	     332	    0.96	  122.39	9E-32     	0	F	-	1.1.1.257	
A0A0N9WI11	PRI002346	480	     366	     249	     144	     460	      28	     346	    0.63	  151.55	3.9E-31     	0	F	-	1.2.1.39	
