P13559	3.2.1.17
B4ED80	3.1.3.25
P50680	1.9.3.1
Q88GJ9	5.1.1.12;5.1.1.5;5.1.1.9;5.1.1.1
Q9SAU2	5.1.3.1
Q9IVZ9	2.7.7.48
A0A1D8PDV7	2.7.1.137
Q83017	2.7.7.48;3.6.4.12;3.6.4.13
Q5UP54	1.8.3.2
A0AMG9	2.3.1.74
P12869	3.4.23.44
A7U6F2	2.7.7.7;3.1.26.4
Q6DPK1	3.2.1.18
W6QIM8	2.5.1.34
Q9JHF3	5.3.99.3
Q8FF08	3.2.2.27
P0C6V1	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q9DSN9	2.7.7.48
P25481	3.6.4.12
Q76L40	2.7.7.48
Q88893	2.7.7.48
Q50LF2	1.5.3.1
D3RNJ4	1.8.4.8
Q2ICQ2	2.7.7.48
P0C9D3	2.7.7.19
P64768	5.4.99.5
Q8VA42	2.7.7.48
Q38S56	1.9.3.1
V6RG22	2.5.1.10;2.5.1.1
Q51892	2.7.1.35
P23427	2.7.7.49;3.1.13.2;3.1.26.13;2.7.7.7;3.6.1.23
Q6BV76	2.7.11.1
Q9YTU2	2.7.7.48;3.6.4.13
M1RIR6	2.5.1.18
Q9IG45	3.6.1.3
Q38RW8	1.9.3.1
Q6WNW5	2.1.1.56;2.7.7.50
P0DSX6	2.1.1.56;2.7.7.50;3.1.3.33
P24307	3.6.4.12
Q504M2	3.1.3.43;3.1.3.16
O62138	1.3.3.6
O02827	2.7.11.18;2.7.11.1
A0A7H0DN77	2.7.7.6
Q20HU6	4.2.3.71;4.2.3.76
Q20P14	2.7.7.48
Q6SW70	3.6.1.23
P26970	1.21.4.2;1.21.4.3;1.21.4.4
A0A067YMX8	2.4.1.207
P26190	2.7.7.48
P0C974	2.7.7.7
P0C6W3	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P14217	3.1.6.1
Q9ZXX8	1.9.3.1
P93993	2.7.7.6
F2XFA1	4.2.3.120;4.2.3.119
P20311	2.7.7.7
Q9U217	3.5.1.99
Q66T60	2.1.1.56;2.7.7.48
P0DJY0	2.7.7.48;3.4.19.12;3.6.4.12;3.6.4.13
A0A2I9	4.1.1.36;6.3.2.5
P0C6T7	3.4.19.12;3.4.22.69
Q9JFM9	1.8.3.2
P48661	1.9.3.1
Q1PDC4	2.1.1.56;2.7.7.48
P0DSP8	3.2.2.27
A3DSK5	2.7.7.48
P21615	2.7.7.48
P03355	3.1.26.4;2.7.7.49;2.7.7.7
P24424	2.7.1.21
P17766	2.7.7.48;3.4.22.44;3.4.22.45
P24486	3.6.1.15
Q9PLT8	3.1.11.5
P04303	3.2.2.27
A0SJQ5	2.5.1.21
Q55U20	3.5.1.41
Q38S05	1.9.3.1
P07065	5.99.1.3
A8WQH2	1.11.1.7
Q38A34	2.7.9.3
Q8QHK2	3.4.21.74
Q4R1R9	2.7.7.49;2.7.7.7;3.1.26.4
Q05983	3.6.4.13;2.7.7.48
Q330A8	1.6.5.3
Q91IE0	2.7.7.48
P0DOL6	1.8.3.2
Q9YW20	2.3.1.97
Q08534	2.7.7.48;3.6.4.13
A0A140N5J7	3.1.3.45
Q9J584	2.1.1.56;2.7.7.50;3.1.3.33
S0EA85	5.5.1.13;4.2.3.19
P0C6V6	3.4.19.12
Q04095	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
Q69602	2.7.7.49;2.7.7.7;3.1.26.4
A0A2R6W0K6	5.4.2.2
Q6YNE9	3.1.3.8
Q8V5U0	3.4.22.50
A0A0B4J2F2	2.7.11.1
A0A1S4AUX8	4.1.1.17
E5Y945	2.6.1.77
Q7X2N3	6.1.1.9
A7X680	2.7.1.134;2.7.1.159
Q9VK50	4.6.1.1
Q4D321	2.3.1.199
Q9JFD9	2.7.7.19
Q8ZPP5	2.7.13.3
P0DUM8	4.2.1.28
Q5AYI6	6.3.3.3
Q9FXY7	4.2.3.47
P04298	2.1.1.56;2.7.7.50;3.1.3.33
A0A5K1K8H0	2.7.11.1
P0DI76	4.2.3.108
A0A0P0VIP0	2.7.11.1
Q86925	3.4.21.90
P27282	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P17594	2.7.7.48;3.4.22.28;3.6.1.15
C5H431	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q9LKZ2	2.7.11.24
P05962	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
Q38RU4	1.9.3.1
P17653	2.7.1.21
Q9J509	2.7.11.1
Q9AQ98	1.1.1.86
Q96348	5.5.1.4
Q6UDH7	2.7.11.1
Q83883	2.7.7.48;3.6.1.15;3.4.22.66
O67441	2.1.2.10
Q0ZS27	4.1.1.25
Q66802	2.1.1.56;2.7.7.48
A0A7H0DN21	1.17.4.1
Q8GS39	3.4.22.34
Q5W6F9	4.4.1.14
G4N6Z6	2.7.12.2;2.7.11.1
Q9Q8Z2	3.6.1.15
F4K6B8	2.7.11.1
Q91509	3.4.21.74
A0A060LAL9	1.11.2.3
P0C9B2	3.6.4.13
P31332	2.1.1.56;2.7.7.48
P16207	3.2.1.18
Q5Y389	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
Q6QN12	1.97.1.10
B3EUR4	2.7.7.48
Q196W4	1.8.3.2
Q4WHT7	2.5.1.18;5.2.1.2
F1MAB7	2.7.1.107
O47678	1.9.3.1
P68609	2.7.7.6
O57203	2.7.1.21
P48074	4.1.1.39
P05896	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
C0HM53	5.5.1.4
P11298	3.6.4.12
Q980R1	2.7.7.6
J9VND2	3.5.1.41
Q9Z0J5	1.8.1.9
P42492	1.17.4.1
B2C4J3	2.7.7.48
P00971	6.5.1.3
P93960	2.7.7.6
P0CK07	3.4.22.45
S8FIE4	1.10.3.2
Q4WP32	3.2.1.4
Q8JU62	2.1.1.56;2.7.7.50
P30321	2.7.7.7
P14335	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
A0A5R8T042	3.5.2.6
P38597	1.9.3.1
E1AQY3	2.6.1.96
P00471	2.1.1.45
Q65729	2.7.7.48;3.4.22.44
A0A0F5HSE8	1.4.1.20
Q7K3M5	3.6.4.13
Q7MA56	2.7.7.6
P47482	2.7.7.18
A0A1D8PPK1	1.6.99.1
P47797	3.4.21.74
O25026	2.7.13.3
K9N638	3.4.19.12;3.4.22.69
A7J3A4	2.1.1.56;2.7.7.50
Q65215	2.7.7.6
Q8B9D5	3.4.22.50
A5U3S4	1.4.3.3
P03311	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
P16191	3.2.1.18
Q5UQD1	3.6.4.13
P09675	2.7.7.48
Q008X6	2.7.7.48;3.6.4.12;3.6.4.13
P0C6X1	2.7.7.48;3.6.4.12;3.6.4.13;3.4.19.12
Q9QF31	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q8SQ08	3.1.27.5
P55261	3.4.17.2
Q27YE5	2.7.7.48
Q5Y944	2.7.7.48;3.6.1.15
P04310	2.7.7.6
Q38S17	1.9.3.1
Q1I0V0	2.7.7.48
U5YCR8	3.4.21.74
P58972	2.1.1.249
P97364	2.7.9.3
J9VYL3	5.5.1.4
P21414	3.1.26.4;2.7.7.49;2.7.7.7
P23992	5.99.1.3
C8XPB2	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
Q1K9Q5	2.7.7.48
I3LK75	2.4.2.19
B5E5U9	3.5.1.88
E5Y944	1.4.1.1
P20493	1.17.4.1
Q8JPX5	2.1.1.56;2.7.7.48
P24183	1.2.1.2
Q20NP0	3.2.1.18
A0A193CHJ5	3.1.1.4
P00529	2.7.10.1
P32762	3.5.1.28
P0DW67	3.6.4.12;5.99.1.3
O47692	1.9.3.1
B2RFS9	2.4.2.19
O03979	3.5.1.28
P11273	2.7.10.1
Q9JFA8	2.1.1.56;2.7.7.50;3.1.3.33
S4R2K0	3.5.1.88
F2XFA5	4.2.3.119
Q80957	3.6.4.12
F5A6E9	5.3.1.1
A0A0R6Y3I5	2.7.2.11
J9VJP1	2.1.2.3;3.5.4.10
B2DBF0	4.2.3.45;5.5.1.12
P90245	2.7.7.48;3.4.22.44
Q4QXJ7	3.4.21.90
P0C6U3	3.4.19.12;3.4.22.69
A0A1L5BTC1	3.8.1.5
Q69BJ7	1.10.2.2
P16824	3.6.1.23
P44584	2.7.7.8
O30642	2.1.1.248
Q9VI13	2.7.11.1
P10447	2.7.10.2;2.7.10.1
Q6XV27	3.2.1.18
O73556	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P42490	2.7.4.9
Q68772	2.7.7.48;3.6.4.12;3.6.4.13
P03310	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
P0DTC1	3.4.19.12;3.4.22.69
B8BIM2	1.14.13.72
P0C9C3	3.6.1.23
Q7SQ98	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
X5CY81	1.18.1.3
Q1PCB0	1.4.3.5
P12499	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
B4FNK8	5.4.99.5
P89202	2.7.7.48;3.6.4.13
Q9J5B1	2.7.11.1
P27966	2.7.11.1
P27915	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P68984	3.4.22.39
P11213	2.1.1.56;2.7.7.48
Q83265	2.7.7.48
P13287	2.7.11.1
Q0EF98	1.11.1.9
P32652	2.7.7.48;3.4.22.44
P25020	2.7.10.2
P28955	3.4.19.12
Q73FJ3	6.1.1.11
Q9VIF6	3.6.4.13
A0A343W970	2.5.1.1;2.5.1.10
A9Q1K7	2.7.7.48
Q9QBF1	2.7.7.49;2.7.7.7;3.1.26.4
G3J3K0	2.4.1.34
P0CJ94	3.4.22.45
P0DOO5	2.7.7.7
O42412	1.97.1.11
Q6W8W5	2.7.7.48
E9ET41	4.2.1.94
Q9NR48	2.1.1.43
A8QPD8	3.1.1.74
Q45UG0	2.7.7.48
Q8B6J5	2.1.1.56;2.7.7.48
P26544	3.6.4.12
Q38S62	1.9.3.1
Q43207	5.2.1.8
P33453	2.7.7.48
P03303	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
P69521	1.17.4.1
P48712	4.1.1.39
P21293	2.7.1.21
E7Q9C7	6.3.2.17
P0C690	2.7.7.49;2.7.7.7;3.1.26.4
O36385	2.7.10.2
Q6UDK9	2.7.1.21
A4GCK0	3.2.1.18
E7CIP7	3.1.1.11
P03367	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
O39436	2.7.7.48
Q33375	1.9.3.1
A0A1D5PPP7	3.4.22.59
Q2SX76	6.4.1.2
Q7IZ16	1.9.3.1
Q38AH1	5.4.2.1
A0A7H0DN95	3.6.1.15
P37141	1.11.1.9
P12557	3.2.1.18
Q9U2H1	2.7.11.1
P24446	2.7.7.49;3.1.13.2;3.1.26.13
P27176	2.7.7.48
A0A075B767	5.2.1.8
A0QUA1	6.2.1.20
A0A7H0DNA3	2.7.7.6
P23571	3.2.2.21
Q5I3B2	1.97.1.10
A0A2J8C362	3.1.1.72
Q9IZU7	3.1.3.16;3.1.3.48
Q91RA4	2.1.1.56;2.7.7.50
Q8IJR9	6.3.5.2
Q71RT3	2.4.1.10
Q9LCC6	4.3.1.1
A0A1D8PLI2	5.3.3.2
Q98776	2.1.1.56;2.7.7.48
O57175	1.17.4.1
E0Y418	3.4.21.74
Q07585	3.2.1.18
A0A0H3GPN8	2.7.13.3
F1Q8K0	3.6.4.12
P03309	2.7.7.48;3.4.22.28;3.4.22.46;3.6.1.15
Q12718	1.10.3.2
P06920	3.6.4.12
Q2I3H1	1.9.3.1
K0E4E5	2.3.3.13
R9QMY7	4.2.3.111
P29883	1.17.4.1
Q59226	3.2.1.54
Q6Q250	3.1.1.32
P28852	2.7.1.21
A2XW02	2.7.11.1
A5K0N4	2.7.11.1
P0C6Y0	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
P16472	5.99.1.2
A0A0B4GDU5	4.2.1.94
A0A0A2JW88	1.11.1.6
O57184	2.7.7.19
D9PXZ6	2.8.4.1
Q8JLG4	2.7.7.19
M4ISH0	6.2.1.12
Q7T6Y8	1.17.4.1
J9VWW9	1.15.1.1
A0A2I2F284	1.14.13.9
Q9X6W8	3.4.21.92
A0A0H2ZJB2	2.3.1.189
E2E2P0	4.2.3.114;4.2.3.115
A0A0D4D912	4.2.3.23
A0A0E3NFS5	1.8.98.1
P32208	3.6.1.23
P03114	3.6.4.12
Q07630	2.7.7.48;3.6.4.13
Q9J5G5	3.6.1.23
P07970	3.1.1.53
P50672	1.9.3.1
P0C987	2.7.7.6
O43100	5.4.99.25
O61722	3.1.3.48
Q9QB93	3.6.1.15
O57209	2.1.1.56;2.7.7.50;3.1.3.33
P09573	3.2.1.18
A0A0R4IB93	3.4.19.12
P0C9B3	3.6.4.13
Q6XU19	2.7.7.48
Q9ZWR8	2.3.1.153
Q75VQ4	3.2.1.18
P79747	1.97.1.10
B8B7C5	1.1.3.15
Q8JL72	2.7.4.9
B0KZ40	2.5.1.32
Q9KM24	2.7.13.3
P68920	3.2.1.17
E0Y419	3.4.21.74
Q41391	3.2.2.22
Q8K3G5	2.7.11.1
P0C8I1	1.17.4.1
Q00529	1.9.3.1
O22000	3.5.4.12
Q3KSM3	2.7.7.48
P12927	3.6.4.13
A2A974	1.14.14.1
P04850	3.2.1.18
Q9RR28	4.2.1.46
Q4WXT8	2.3.3.10
P27742	6.3.2.26
Q5UR44	6.3.1.2
Q5UR82	6.1.1.10
Q09HD0	3.5.2.6
Q8QG86	3.4.21.74
Q5UQ32	2.7.7.6
P32092	3.6.1.52
P0C9C5	3.6.1.23
Q66096	2.7.7.48
P92662	1.9.3.1
Q5ZMF3	2.7.1.74
Q925B3	2.7.11.1
P41452	2.7.7.6
P06441	2.7.7.48;3.6.1.15
P0C9A2	3.6.4.13
Q4DHY3	2.3.1.199
P0C6F6	3.4.19.12
P89684	3.4.22.45
H3BCW1	3.2.1.143
Q6GZR2	3.6.1.23
Q8GUE4	3.1.7.11
P22657	2.7.7.48;3.6.4.13
Q0ZME8	3.1.1.53
Q80950	3.6.4.12
D6R3B6	2.6.1.96
Q9DIC5	2.7.7.48
A0A0C2WKN7	2.5.1.48
Q90021	3.2.1.18
O37061	2.7.7.48
C9K7B8	2.3.3.13
Q2F8F7	2.7.7.19
Q5UQ00	4.2.99.18;3.2.2.23
Q9UMN6	2.1.1.43
Q4JQU7	2.7.7.7;3.1.26.4
Q66220	2.7.7.48;3.6.4.13
Q89443	3.6.4.13
O36635	2.1.1.56;2.7.7.48
Q9P9L4	2.1.1.248
Q07572	3.2.1.18
P00405	1.9.3.1
Q00030	3.6.1.23
P0CJ43	4.2.3.46
P16205	3.2.1.18
B4URE4	2.7.7.48
Q38S50	1.9.3.1
Q9LX12	5.5.1.4
Q01499	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P50764	3.6.4.12
P28380	4.1.1.39
Q9IKD2	3.1.1.53
P36723	3.6.4.12
Q9DWR1	2.7.7.48;3.6.1.15
A5U8X0	5.99.1.2
F1N2K1	1.8.3.5
B0XUR7	3.1.3.16;3.1.3.53
Q83950	3.6.4.12
Q8TN68	2.1.1.249
P19644	3.1.27.5
Q5UQT7	3.1.26.3
Q82685	2.1.1.56;2.7.7.48
P68299	1.9.3.1
Q8UVX1	3.4.21.74
Q80902	3.6.4.12
P0C993	2.1.1.56;2.7.7.50;3.1.3.33
P03369	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
P0C6X2	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q16881	1.8.1.9
P00527	2.7.10.2
P00814	3.5.4.12
P0DST3	2.7.7.6
P27314	2.7.7.48
Q80922	3.6.4.12
P24024	2.7.7.49;2.7.7.7;3.1.26.4
P26457	1.9.3.1
P03627	6.5.1.1
P24476	3.2.2.22
F1QVU0	2.7.10.1
P87563	3.4.22.39
P49714	3.2.1.129
A5LGW7	2.7.7.48;3.6.1.15
O74630	2.7.11.1
P03234	3.4.21.97
A7J392	2.1.1.56;2.7.7.50
P32886	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
K4CI52	1.14.13.93
P68315	2.7.7.6
Q779K4	3.2.2.22
O41156	2.1.1.148
B7UM74	3.6.4.12
A1Z9L3	3.6.4.13
P04024	3.6.1.23
P13901	2.7.7.48;3.6.1.15
Q9VL25	3.6.4.13
B4FK49	2.7.4.6;2.7.13.3
Q31669	4.1.1.39
O42411	1.97.1.10
Q04350	2.7.7.48;3.6.4.13
A0A077EYL8	2.1.1.104
P0DSX9	2.7.7.6
Q0P8H3	1.1.1.22
Q08FE1	2.7.7.19
P19724	2.7.7.48;3.4.22.44
Q94IC4	1.16.3.1
P31201	4.1.1.39
Q85280	2.7.7.6
P03359	3.1.26.4;2.7.7.49;2.7.7.7
Q77SJ8	2.1.1.56;2.7.7.48
Q9RR27	1.1.1.133
A0A0F7G352	3.4.22.16
Q6DNS6	2.7.7.48
L7N6A5	2.3.1.157;2.7.7.23
P36729	3.6.4.12
P14583	2.7.7.50
P04407	2.7.1.21
Q5Z987	2.7.11.1
P25312	1.9.3.1
Q32ZE1	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
A0A0U1RQE8	2.3.1.68
P0C9E2	2.5.1.29;2.5.1.1;2.5.1.10
Q07575	3.2.1.18
O36395	3.2.2.27
P09507	2.7.7.48
A0A1L7TZE5	2.1.1.43
P00585	2.7.7.48
Q17QM4	2.7.8.1
Q6DDS9	3.6.4.12
Q07494	2.7.10.1;2.7.10.2
A0A509AFG4	2.7.11.1
P29044	2.7.7.48
Q92246	2.7.11.24;2.7.11.1
P30319	2.7.7.7
Q6VZL8	2.7.7.19
B6HLU0	1.21.3.1
Q86117	2.7.7.48;3.4.22.66;3.6.1.15
P0C973	2.7.7.7
Q9ZZ61	1.9.3.1
P33813	2.7.7.6
O36411	1.17.4.1
P41295	1.9.3.1
F2XFA0	4.2.3.58
Q9YZR5	2.7.7.49;2.7.7.7;3.1.26.4
A5PJW8	2.7.7.6
Q9J540	2.7.7.6
P17377	2.7.7.48
Q9LKZ1	2.7.11.24
D3GDK4	3.2.1.4
Q8CIH9	2.4.2.14
Q9EA42	3.2.1.18
A0A8I3S724	2.7.11.1
Q05984	4.1.1.39
P21294	2.7.7.48;3.4.22.44
Q58617	2.1.1.72
P0C9A9	3.6.4.13
Q7WYA8	3.5.2.6
Q6XUE4	3.2.1.18
Q77TH6	2.7.7.6
O91741	2.7.7.48
P68545	2.1.1.57
P52217	1.21.4.2
P36970	1.11.1.12
Q89709	2.7.7.48
P11156	1.17.4.1
Q01500	2.7.7.48;3.4.22.44;3.4.22.45
P27980	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q3J4D7	5.4.99.2
P04517	2.7.7.48;3.4.22.44;3.4.22.45
P30929	2.1.1.56;2.7.7.48
Q6PBS3	6.1.1.2
Q9QY30	3.6.3.44
A5HUI5	3.4.11.7
P23049	2.7.10.1;2.7.10.2
P83645	1.11.1.9
P11205	2.1.1.56;2.7.7.48
R9QMR2	4.2.3.121
Q8YD09	3.5.2.7;4.3.1.3
J3RYA3	3.4.21.74
F8W3R9	2.7.10.1
Q9P9N0	2.1.1.249
P68316	2.7.7.6
A1A3T0	3.2.1.23
Q05880	2.7.1.21
B5E4E3	2.1.2.1
Q6EGH7	1.9.3.1
P14553	2.7.7.48;3.6.1.15
Q70KP1	3.1.1.53
P51552	1.1.1.1
Q1X880	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P54634	2.7.7.48;3.6.1.15;3.4.22.66
P00526	2.7.10.2
A0A023VXA2	3.2.1.4
Q27YE1	2.7.7.48
P03261	2.7.7.7
Q6F8K4	6.3.5.1
A0A221J5W8	1.3.1.3
A0A1D6E0S8	2.7.11.1
P27949	6.3.2.19
P08768	3.4.21.90
Q87040	3.1.26.4;2.7.7.49;2.7.7.7
Q9KRQ1	1.11.1.6
O92367	3.1.1.53
O47675	1.9.3.1
Q8JUX6	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
V5XYR2	2.3.3.10
O13010	2.7.1.149
F5HFA1	3.2.2.27
R4JQT5	4.2.3.114;4.2.3.115
P16272	6.5.1.1
C3MIE1	1.8.4.8
P22601	3.4.22.45
A8PF69	2.8.1.8
Q8K3R0	3.1.1.1;3.1.1.56;3.1.1.84
P18479	3.4.22.45;2.7.7.48;3.4.22.44
Q0A2I4	3.2.1.18
P29837	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
O89940	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
Q66624	2.7.1.21
Q8JJX1	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
A0A1U8QLG8	2.5.1.29
Q38RY0	1.9.3.1
B2DBF1	5.5.1.12
O81193	4.2.3.110
Q5UQ70	2.7.4.13
P04589	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.16
B3TPQ7	4.2.3.111;4.2.3.112
P21530	2.7.7.48;3.6.1.15;3.6.4.13;3.4.21.113
P98024	1.9.3.1
P28976	2.7.7.48
P27283	2.7.7.48;3.1.3.33;3.6.1.15;3.6.4.13
P0DOO4	6.5.1.1
Q5UR02	3.1.1.8
Q8JMY4	2.7.7.49;2.7.7.7;3.1.26.4
Q4WHT8	3.7.1.2
A0A1U9YI27	3.4.13.19
Q57UP6	2.3.1.199
P0C9A3	3.6.4.13
P03470	3.2.1.18
Q42606	2.1.1.107
Q15772	2.7.11.1
P07974	3.1.1.53
P00532	2.7.11.1
Q9N0V3	3.6.3.44
O40619	3.6.4.12
Q9EVG9	1.1.1.85
Q4WNT5	1.14.13.70
P03354	2.7.7.49;2.7.7.7;3.1.26.4;3.1.13.2;3.1.26.13
E3Q1H1	2.3.1.4
Q90069	2.7.7.48;3.4.22.44;3.4.22.45
Q6AL81	2.6.1.83
Q6UY63	2.1.1.56;2.7.7.48
Q9QJ32	2.7.7.7;3.1.26.4
F2XF95	4.2.3.119;4.2.3.120
A4U6V5	3.2.1.18
P36290	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q501Q9	2.7.11.24;2.7.11.1
A0A0H3GN27	4.2.1.11
P0DSZ7	3.6.1.23
Q04574	2.7.7.48;3.4.22.44
P15402	2.7.7.48;3.6.4.13
P03471	3.2.1.18
Q8V2Y0	3.6.1.23
P18964	3.4.21.95
Q5UQU2	3.6.4.13
E9EHG0	4.2.1.94
P22419	3.6.4.12
P06855	2.7.1.78
P36484	4.1.1.39
Q6FRZ9	2.7.11.1
A0A384JDH0	3.2.1.4
P0C6X0	3.4.19.12;3.4.22.69;2.7.7.48;3.6.4.12;3.6.4.13
Q2VNC5	2.7.7.48
P07848	3.1.27.5
P42801	5.5.1.4
Q98745	2.7.7.48;3.6.4.13
P03432	2.7.7.48
P0C9C1	5.99.1.3
Q89926	3.6.4.13
P03697	3.1.11.3
B8YB61	2.7.7.6
P68532	1.9.3.1
Q37896	3.2.1.17
Q6DPJ9	3.2.1.18
P21426	2.7.7.48
P03160	2.7.7.49;2.7.7.7;3.1.26.4
Q04575	2.7.7.48;3.6.4.13
B3VI55	2.7.1.170
P08544	2.7.7.48;3.4.22.28;3.6.1.15
Q38S41	1.9.3.1
Q29539	3.1.27.5
Q7XEM4	2.3.1.119;2.3.1.199
Q9HV31	2.7.13.3
Q92116	1.14.14.1
Q4AEH7	1.11.1.9
P0CH86	3.1.1.32
Q08512	2.1.1.56
Q8CHI8	3.6.4.12
P33486	3.2.1.17
Q32016	4.1.1.39
J9VLJ9	1.15.1.1
Q9J7Z0	3.4.23.44
P98046	1.9.3.1
Q6YMS4	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P0C8G5	6.3.2.19
R9QMR4	4.2.3.121;4.2.3.119
O41033	3.6.1.23
Q7T6X7	2.7.7.6
P52552	1.11.1.15
P20735	2.3.2.2;3.4.19.13;3.4.19.14
Q2RCG8	2.7.7.48
P89676	2.7.7.48;3.6.4.13
Q4AEH1	1.11.1.12
B8YB63	2.7.7.6
Q00962	2.7.7.49
Q9R9J1	5.4.3.8
B2UUV9	2.7.7.6
Q9LSA9	2.7.4.22
P0C983	2.7.7.7
O81192	4.2.3.116;4.2.3.121;5.5.1.8
Q9IMP4	2.7.7.48
P08543	1.17.4.1
Q9VPD3	2.7.8.29
A2RST1	2.5.1.18
O18964	3.1.3.36
P0CK02	3.4.22.45
Q9ZZY8	1.9.3.1
Q37649	1.9.3.1
Q37548	1.9.3.1
A1Z651	3.1.26.4;2.7.7.49;2.7.7.7
Q9I8X2	3.4.21.74
Q8SQ11	3.1.27.5
G2X7W6	3.6.3.1
E9QI36	6.1.1.21
Q5UR20	3.6.4.13
Q8V4V3	2.7.7.6
P43139	2.7.7.7
Q6GZQ8	1.17.4.1
A0A4P7TSF2	2.7.13.3
F4I2N7	2.7.11.1
P36269	2.3.2.2;3.4.19.13;3.4.19.14
P0CH87	3.1.1.32
Q5QA72	2.7.7.6
Q99CW3	2.4.1.102;2.4.1.150
P13529	2.7.7.48;3.4.22.44;3.4.22.45
P36287	2.7.7.48;3.6.1.15;3.4.22.66
A0A2H5AIY4	6.2.1.12
A8C8J7	3.2.1.18
A0A858E7G0	2.5.1.29
B2DEU7	2.1.2.1
Q9T1Q3	2.7.7.7
P17394	2.7.7.49;2.7.7.7;3.1.26.4
Q6WNW3	2.1.1.56;2.7.7.50
Q6PQD5	2.7.11.1
P31615	3.1.1.53
P87503	2.7.7.7
Q9UVY5	5.5.1.13;4.2.3.19
P15187	2.7.7.48
O43102	5.4.99.25
B1NKT1	2.1.1.56;2.7.7.50
Q53GS9	3.4.19.12
A1VJZ6	5.3.1.9
P27560	3.2.2.22
P0CJ98	3.4.22.45
Q93X23	4.2.3.15
Q1LU70	2.5.1.6
Q69025	2.7.7.7;3.1.26.4
Q1HVC7	3.4.21.97
P19440	2.3.2.2;3.4.19.13;3.4.19.14
P0DSU6	3.6.4.13
P08545	2.7.7.48;3.4.22.28;3.6.1.15
Q8ZPX9	2.7.7.47
Q197F1	2.7.7.6
P73276	2.7.13.3
A0A069AMK2	1.97.1.4
P52541	3.6.1.23
Q4JQV7	1.17.4.1
A0A0A2JB87	4.2.3.9
F4IHS2	3.6.4.12
O48500	3.6.1.23
P16379	2.1.1.56;2.7.7.48
O64146	2.7.7.7
A6H5F7	2.7.7.6
P24107	2.7.7.49;2.7.7.7;3.1.13.2;3.1.26.13;3.4.23.47
E0WN94	4.1.1.17
P19110	2.1.1.56;2.1.1.57;2.7.7.48;3.4.21.91;3.6.1.15;3.6.4.13
P31693	2.7.10.2
Q9PMF9	2.7.9.3
P26670	1.1.1.145;5.3.3.1
A4QDS8	4.2.1.33
P17393	2.7.7.49;2.7.7.7;3.1.26.4
P27502	2.7.7.49;3.1.26.4
P13900	2.7.7.48;3.4.22.28;3.4.22.29;3.6.1.15
Q306W5	3.4.21.90
P12898	2.7.7.49;2.7.7.7;3.1.26.4
P07967	3.1.1.53
P0C688	2.7.7.49;2.7.7.7;3.1.26.4
Q37684	1.9.3.1
Q50LF0	1.5.3.1
I3PB37	6.2.1.12
Q7IZ15	1.9.3.1
A0A411EW25	2.1.1.125
O57214	3.6.1.15
